evaluation_id,category,score,model_version,date
522,knowledge,90.51,claude-3-opus,2026-01-20
523,knowledge,94.09,gpt-3.5-turbo,2026-01-20
524,knowledge,95.76,claude-3-opus,2026-01-20
525,knowledge,65.3,gpt-4-turbo,2026-01-20
526,knowledge,83.45,gpt-4,2026-01-20
527,knowledge,70.83,gpt-4,2026-01-20
528,knowledge,74.31,gpt-3.5-turbo,2026-01-20
529,knowledge,94.39,claude-3-opus,2026-01-20
530,knowledge,60.54,claude-3-opus,2026-01-20
531,knowledge,80.22,gpt-4-turbo,2026-01-20
532,knowledge,61.52,gpt-3.5-turbo,2026-01-20
533,code,87.0,gpt-3.5-turbo,2026-01-20
534,code,47.29,claude-3-opus,2026-01-20
535,code,66.21,gpt-4,2026-01-20
536,code,80.43,gpt-4,2026-01-20
537,code,3.76,gpt-3.5-turbo,2026-01-20
538,code,44.88,gpt-4-turbo,2026-01-20
539,code,66.02,gpt-4-turbo,2026-01-20
540,code,52.09,gpt-3.5-turbo,2026-01-20
541,code,66.97,gpt-3.5-turbo,2026-01-20
542,instruction_following,90.65,claude-3-opus,2026-01-20
543,instruction_following,70.44,gpt-4-turbo,2026-01-20
544,instruction_following,77.52,claude-3-opus,2026-01-20
545,instruction_following,62.7,gpt-4-turbo,2026-01-20
546,instruction_following,44.42,gpt-4-turbo,2026-01-20
547,instruction_following,68.6,claude-3-opus,2026-01-20
548,tool_calling,43.71,gpt-3.5-turbo,2026-01-20
549,tool_calling,32.89,gpt-4-turbo,2026-01-20
550,tool_calling,22.16,claude-3-opus,2026-01-20
551,tool_calling,56.12,claude-3-opus,2026-01-20
552,tool_calling,66.8,claude-3-opus,2026-01-20
553,tool_calling,56.02,gpt-3.5-turbo,2026-01-20
554,tool_calling,26.21,gpt-4-turbo,2026-01-20
555,tool_calling,26.45,gpt-3.5-turbo,2026-01-20
556,tool_calling,77.71,gpt-4-turbo,2026-01-20
557,tool_calling,47.63,gpt-3.5-turbo,2026-01-20
558,tool_calling,20.95,claude-3-opus,2026-01-20
559,tool_calling,21.97,gpt-3.5-turbo,2026-01-20
560,reasoning,52.29,claude-3-opus,2026-01-21
561,reasoning,80.25,claude-3-opus,2026-01-21
562,reasoning,20.76,gpt-4-turbo,2026-01-21
563,reasoning,53.58,gpt-3.5-turbo,2026-01-21
564,reasoning,54.92,gpt-4,2026-01-21
565,reasoning,25.28,gpt-4,2026-01-21
566,reasoning,31.75,gpt-3.5-turbo,2026-01-21
567,reasoning,47.3,gpt-4,2026-01-21
568,reasoning,26.24,gpt-4-turbo,2026-01-21
569,reasoning,6.75,gpt-4,2026-01-21
570,reasoning,34.55,gpt-4,2026-01-21
571,knowledge,72.43,gpt-4,2026-01-21
572,knowledge,66.5,claude-3-opus,2026-01-21
573,knowledge,47.12,gpt-4,2026-01-21
574,knowledge,70.74,claude-3-opus,2026-01-21
575,knowledge,85.62,gpt-4-turbo,2026-01-21
576,knowledge,79.74,claude-3-opus,2026-01-21
577,code,47.49,gpt-4-turbo,2026-01-21
578,code,17.94,claude-3-opus,2026-01-21
579,code,86.34,gpt-4-turbo,2026-01-21
580,code,41.72,claude-3-opus,2026-01-21
581,code,47.02,gpt-4-turbo,2026-01-21
582,code,69.98,claude-3-opus,2026-01-21
583,code,40.38,gpt-4,2026-01-21
584,instruction_following,52.19,claude-3-opus,2026-01-21
585,instruction_following,89.18,gpt-3.5-turbo,2026-01-21
586,instruction_following,59.19,gpt-4,2026-01-21
587,instruction_following,54.79,claude-3-opus,2026-01-21
588,instruction_following,95.43,gpt-4-turbo,2026-01-21
589,instruction_following,92.24,gpt-3.5-turbo,2026-01-21
590,instruction_following,55.36,gpt-3.5-turbo,2026-01-21
591,instruction_following,65.33,claude-3-opus,2026-01-21
592,instruction_following,66.68,gpt-4,2026-01-21
593,instruction_following,78.7,claude-3-opus,2026-01-21
594,instruction_following,60.73,gpt-3.5-turbo,2026-01-21
595,instruction_following,66.77,gpt-3.5-turbo,2026-01-21
596,instruction_following,71.32,gpt-3.5-turbo,2026-01-21
597,instruction_following,80.35,gpt-4-turbo,2026-01-21
598,instruction_following,81.14,gpt-3.5-turbo,2026-01-21
599,tool_calling,59.8,gpt-3.5-turbo,2026-01-21
600,tool_calling,11.13,gpt-4,2026-01-21
601,tool_calling,15.81,gpt-3.5-turbo,2026-01-21
602,tool_calling,63.87,gpt-4-turbo,2026-01-21
603,tool_calling,34.67,gpt-3.5-turbo,2026-01-21
604,tool_calling,64.74,claude-3-opus,2026-01-21
605,tool_calling,55.66,gpt-4-turbo,2026-01-21
606,tool_calling,60.54,gpt-3.5-turbo,2026-01-21
607,tool_calling,34.18,claude-3-opus,2026-01-21
608,tool_calling,13.39,gpt-3.5-turbo,2026-01-21
609,reasoning,51.79,gpt-3.5-turbo,2026-01-22
610,reasoning,31.61,gpt-4,2026-01-22
611,reasoning,55.42,gpt-4-turbo,2026-01-22
612,reasoning,76.09,gpt-4-turbo,2026-01-22
613,reasoning,43.04,gpt-4-turbo,2026-01-22
614,reasoning,35.12,gpt-4,2026-01-22
615,reasoning,25.65,gpt-4-turbo,2026-01-22
616,knowledge,95.42,gpt-4-turbo,2026-01-22
617,knowledge,90.99,claude-3-opus,2026-01-22
618,knowledge,93.07,gpt-4-turbo,2026-01-22
619,knowledge,70.23,gpt-3.5-turbo,2026-01-22
620,knowledge,45.5,gpt-3.5-turbo,2026-01-22
621,code,88.81,gpt-3.5-turbo,2026-01-22
622,code,45.04,claude-3-opus,2026-01-22
623,code,33.2,claude-3-opus,2026-01-22
624,code,77.54,gpt-4-turbo,2026-01-22
625,code,59.69,gpt-4-turbo,2026-01-22
626,code,80.57,gpt-3.5-turbo,2026-01-22
627,code,56.35,claude-3-opus,2026-01-22
628,code,6.17,claude-3-opus,2026-01-22
629,code,50.88,gpt-4-turbo,2026-01-22
630,code,44.08,gpt-3.5-turbo,2026-01-22
631,code,32.48,claude-3-opus,2026-01-22
632,code,41.99,claude-3-opus,2026-01-22
633,code,2.99,gpt-4-turbo,2026-01-22
634,code,39.02,claude-3-opus,2026-01-22
635,code,88.3,claude-3-opus,2026-01-22
636,instruction_following,92.19,claude-3-opus,2026-01-22
637,instruction_following,96.01,gpt-3.5-turbo,2026-01-22
638,instruction_following,68.24,gpt-4,2026-01-22
639,instruction_following,68.15,claude-3-opus,2026-01-22
640,instruction_following,91.66,gpt-3.5-turbo,2026-01-22
641,instruction_following,68.22,gpt-4,2026-01-22
642,instruction_following,52.85,claude-3-opus,2026-01-22
643,instruction_following,83.75,gpt-4,2026-01-22
644,instruction_following,64.49,gpt-4-turbo,2026-01-22
645,instruction_following,83.02,gpt-4,2026-01-22
646,instruction_following,75.05,gpt-3.5-turbo,2026-01-22
647,instruction_following,85.46,gpt-3.5-turbo,2026-01-22
648,instruction_following,95.29,gpt-4,2026-01-22
649,instruction_following,76.4,gpt-3.5-turbo,2026-01-22
650,instruction_following,93.44,gpt-4-turbo,2026-01-22
651,tool_calling,13.19,claude-3-opus,2026-01-22
652,tool_calling,27.43,gpt-4-turbo,2026-01-22
653,tool_calling,39.78,claude-3-opus,2026-01-22
654,tool_calling,69.44,gpt-3.5-turbo,2026-01-22
655,tool_calling,46.01,gpt-4,2026-01-22
656,tool_calling,44.78,gpt-4-turbo,2026-01-22
657,tool_calling,25.46,gpt-4,2026-01-22
658,tool_calling,48.04,gpt-4-turbo,2026-01-22
659,tool_calling,18.11,claude-3-opus,2026-01-22
660,tool_calling,26.56,gpt-3.5-turbo,2026-01-22
661,tool_calling,75.38,gpt-4,2026-01-22
662,reasoning,15.02,claude-3-opus,2026-01-23
663,reasoning,18.19,claude-3-opus,2026-01-23
664,reasoning,5.74,gpt-4,2026-01-23
665,reasoning,22.33,gpt-4,2026-01-23
666,reasoning,13.08,gpt-3.5-turbo,2026-01-23
667,reasoning,29.69,gpt-4,2026-01-23
668,reasoning,23.35,gpt-3.5-turbo,2026-01-23
669,reasoning,50.16,gpt-4-turbo,2026-01-23
670,reasoning,70.02,claude-3-opus,2026-01-23
671,reasoning,43.82,gpt-4-turbo,2026-01-23
672,reasoning,28.71,gpt-3.5-turbo,2026-01-23
673,reasoning,63.27,gpt-4-turbo,2026-01-23
674,reasoning,59.97,gpt-4,2026-01-23
675,reasoning,8.51,gpt-4-turbo,2026-01-23
676,reasoning,34.35,gpt-4,2026-01-23
677,knowledge,54.01,gpt-3.5-turbo,2026-01-23
678,knowledge,83.98,gpt-4,2026-01-23
679,knowledge,78.38,gpt-4,2026-01-23
680,knowledge,45.08,gpt-4,2026-01-23
681,knowledge,37.66,gpt-4,2026-01-23
682,knowledge,49.59,gpt-3.5-turbo,2026-01-23
683,knowledge,6.83,gpt-4-turbo,2026-01-23
684,code,24.78,gpt-3.5-turbo,2026-01-23
685,code,33.53,claude-3-opus,2026-01-23
686,code,78.1,gpt-4-turbo,2026-01-23
687,code,51.29,claude-3-opus,2026-01-23
688,code,38.75,gpt-4,2026-01-23
689,code,73.54,claude-3-opus,2026-01-23
690,code,51.76,gpt-4,2026-01-23
691,code,60.18,claude-3-opus,2026-01-23
692,code,45.61,gpt-4-turbo,2026-01-23
693,instruction_following,88.94,gpt-3.5-turbo,2026-01-23
694,instruction_following,57.39,claude-3-opus,2026-01-23
695,instruction_following,56.08,claude-3-opus,2026-01-23
696,instruction_following,75.62,gpt-3.5-turbo,2026-01-23
697,instruction_following,93.9,gpt-4-turbo,2026-01-23
698,instruction_following,87.27,gpt-4-turbo,2026-01-23
699,tool_calling,39.78,gpt-4,2026-01-23
700,tool_calling,85.89,gpt-4,2026-01-23
701,tool_calling,42.59,gpt-3.5-turbo,2026-01-23
702,tool_calling,9.47,claude-3-opus,2026-01-23
703,tool_calling,77.08,gpt-3.5-turbo,2026-01-23
704,tool_calling,78.43,claude-3-opus,2026-01-23
705,tool_calling,38.81,gpt-4-turbo,2026-01-23
706,tool_calling,92.33,gpt-3.5-turbo,2026-01-23
707,tool_calling,10.58,gpt-4-turbo,2026-01-23
708,reasoning,48.84,gpt-3.5-turbo,2026-01-24
709,reasoning,47.23,gpt-3.5-turbo,2026-01-24
710,reasoning,22.45,gpt-4,2026-01-24
711,reasoning,44.58,gpt-4-turbo,2026-01-24
712,reasoning,9.23,claude-3-opus,2026-01-24
713,reasoning,82.71,claude-3-opus,2026-01-24
714,reasoning,30.58,gpt-4,2026-01-24
715,knowledge,82.16,gpt-4-turbo,2026-01-24
716,knowledge,65.61,gpt-4-turbo,2026-01-24
717,knowledge,75.42,claude-3-opus,2026-01-24
718,knowledge,81.88,gpt-4-turbo,2026-01-24
719,knowledge,33.25,gpt-3.5-turbo,2026-01-24
720,knowledge,64.47,gpt-3.5-turbo,2026-01-24
721,knowledge,80.64,gpt-4,2026-01-24
722,knowledge,35.93,gpt-4,2026-01-24
723,knowledge,70.18,claude-3-opus,2026-01-24
724,knowledge,79.22,gpt-4,2026-01-24
725,knowledge,53.42,gpt-3.5-turbo,2026-01-24
726,knowledge,54.04,claude-3-opus,2026-01-24
727,knowledge,65.91,gpt-4,2026-01-24
728,code,34.81,gpt-3.5-turbo,2026-01-24
729,code,35.5,gpt-4,2026-01-24
730,code,56.37,gpt-4,2026-01-24
731,code,40.26,gpt-4-turbo,2026-01-24
732,code,71.31,gpt-4-turbo,2026-01-24
733,code,57.75,claude-3-opus,2026-01-24
734,code,37.19,claude-3-opus,2026-01-24
735,code,57.27,claude-3-opus,2026-01-24
736,code,83.18,gpt-3.5-turbo,2026-01-24
737,code,0.73,claude-3-opus,2026-01-24
738,code,62.89,claude-3-opus,2026-01-24
739,code,74.26,gpt-4-turbo,2026-01-24
740,instruction_following,41.8,gpt-4,2026-01-24
741,instruction_following,59.06,gpt-4-turbo,2026-01-24
742,instruction_following,84.83,gpt-4,2026-01-24
743,instruction_following,73.92,gpt-3.5-turbo,2026-01-24
744,instruction_following,60.66,gpt-4-turbo,2026-01-24
745,instruction_following,72.3,gpt-4,2026-01-24
746,instruction_following,65.04,gpt-4,2026-01-24
747,instruction_following,61.87,gpt-4-turbo,2026-01-24
748,instruction_following,64.17,claude-3-opus,2026-01-24
749,instruction_following,66.08,claude-3-opus,2026-01-24
750,instruction_following,91.08,gpt-4-turbo,2026-01-24
751,instruction_following,89.88,claude-3-opus,2026-01-24
752,instruction_following,86.08,gpt-3.5-turbo,2026-01-24
753,tool_calling,13.8,claude-3-opus,2026-01-24
754,tool_calling,37.34,gpt-3.5-turbo,2026-01-24
755,tool_calling,15.14,gpt-4-turbo,2026-01-24
756,tool_calling,69.08,gpt-4,2026-01-24
757,tool_calling,36.6,gpt-4-turbo,2026-01-24
758,tool_calling,43.83,gpt-4,2026-01-24
759,tool_calling,77.21,gpt-3.5-turbo,2026-01-24
760,tool_calling,50.58,gpt-3.5-turbo,2026-01-24
761,tool_calling,64.79,gpt-4-turbo,2026-01-24
762,tool_calling,35.1,gpt-4-turbo,2026-01-24
763,tool_calling,44.09,gpt-4-turbo,2026-01-24
764,tool_calling,26.36,claude-3-opus,2026-01-24
765,tool_calling,92.17,gpt-4-turbo,2026-01-24
766,tool_calling,42.92,claude-3-opus,2026-01-24
767,reasoning,33.88,gpt-4-turbo,2026-01-25
768,reasoning,23.16,gpt-4,2026-01-25
769,reasoning,44.61,gpt-4-turbo,2026-01-25
770,reasoning,91.88,claude-3-opus,2026-01-25
771,reasoning,65.96,gpt-3.5-turbo,2026-01-25
772,reasoning,67.57,claude-3-opus,2026-01-25
773,reasoning,30.1,gpt-4,2026-01-25
774,reasoning,46.25,gpt-3.5-turbo,2026-01-25
775,reasoning,55.73,gpt-4-turbo,2026-01-25
776,reasoning,96.44,gpt-4,2026-01-25
777,reasoning,39.25,gpt-4-turbo,2026-01-25
778,reasoning,32.13,gpt-4,2026-01-25
779,knowledge,44.4,claude-3-opus,2026-01-25
780,knowledge,76.32,claude-3-opus,2026-01-25
781,knowledge,45.13,claude-3-opus,2026-01-25
782,knowledge,32.13,gpt-4-turbo,2026-01-25
783,knowledge,50.83,gpt-4-turbo,2026-01-25
784,code,85.91,gpt-3.5-turbo,2026-01-25
785,code,65.3,gpt-4,2026-01-25
786,code,40.16,gpt-4,2026-01-25
787,code,66.95,gpt-4-turbo,2026-01-25
788,code,59.85,gpt-4-turbo,2026-01-25
789,code,59.69,gpt-4,2026-01-25
790,code,55.6,gpt-4-turbo,2026-01-25
791,code,48.87,gpt-4-turbo,2026-01-25
792,instruction_following,86.64,claude-3-opus,2026-01-25
793,instruction_following,62.05,gpt-4-turbo,2026-01-25
794,instruction_following,61.43,gpt-4-turbo,2026-01-25
795,instruction_following,97.06,claude-3-opus,2026-01-25
796,instruction_following,89.35,gpt-4,2026-01-25
797,instruction_following,64.55,gpt-4-turbo,2026-01-25
798,instruction_following,78.85,gpt-3.5-turbo,2026-01-25
799,instruction_following,46.69,gpt-3.5-turbo,2026-01-25
800,instruction_following,84.73,claude-3-opus,2026-01-25
801,instruction_following,79.91,claude-3-opus,2026-01-25
802,instruction_following,49.07,gpt-4-turbo,2026-01-25
803,instruction_following,80.49,gpt-4,2026-01-25
804,tool_calling,54.1,gpt-4-turbo,2026-01-25
805,tool_calling,62.7,gpt-3.5-turbo,2026-01-25
806,tool_calling,54.98,claude-3-opus,2026-01-25
807,tool_calling,49.29,gpt-4,2026-01-25
808,tool_calling,27.5,claude-3-opus,2026-01-25
809,tool_calling,41.51,claude-3-opus,2026-01-25
810,tool_calling,70.18,gpt-4,2026-01-25
811,tool_calling,37.7,gpt-4-turbo,2026-01-25
812,tool_calling,7.96,claude-3-opus,2026-01-25
813,tool_calling,21.04,gpt-4,2026-01-25
814,tool_calling,63.11,gpt-4,2026-01-25
815,tool_calling,54.3,gpt-4-turbo,2026-01-25
816,tool_calling,71.93,gpt-4,2026-01-25
817,tool_calling,19.91,gpt-4-turbo,2026-01-25
818,reasoning,26.91,gpt-4,2026-01-26
819,reasoning,59.37,gpt-3.5-turbo,2026-01-26
820,reasoning,38.21,gpt-4-turbo,2026-01-26
821,reasoning,39.12,gpt-4,2026-01-26
822,reasoning,79.74,gpt-4-turbo,2026-01-26
823,reasoning,19.62,gpt-4,2026-01-26
824,reasoning,31.69,gpt-3.5-turbo,2026-01-26
825,reasoning,24.16,gpt-4-turbo,2026-01-26
826,knowledge,33.37,gpt-4-turbo,2026-01-26
827,knowledge,48.56,gpt-3.5-turbo,2026-01-26
828,knowledge,78.69,gpt-4-turbo,2026-01-26
829,knowledge,38.54,gpt-4-turbo,2026-01-26
830,knowledge,86.52,gpt-4,2026-01-26
831,knowledge,56.87,gpt-4,2026-01-26
832,knowledge,71.34,gpt-4-turbo,2026-01-26
833,code,5.19,gpt-4-turbo,2026-01-26
834,code,29.71,gpt-4-turbo,2026-01-26
835,code,26.44,gpt-4-turbo,2026-01-26
836,code,57.84,claude-3-opus,2026-01-26
837,code,87.04,gpt-4-turbo,2026-01-26
838,code,35.55,gpt-4,2026-01-26
839,code,59.45,gpt-4,2026-01-26
840,code,51.27,gpt-4,2026-01-26
841,code,5.28,gpt-3.5-turbo,2026-01-26
842,code,30.37,claude-3-opus,2026-01-26
843,code,63.51,gpt-3.5-turbo,2026-01-26
844,code,42.95,gpt-3.5-turbo,2026-01-26
845,instruction_following,75.34,claude-3-opus,2026-01-26
846,instruction_following,49.53,gpt-4-turbo,2026-01-26
847,instruction_following,84.61,gpt-3.5-turbo,2026-01-26
848,instruction_following,52.13,gpt-4-turbo,2026-01-26
849,instruction_following,74.08,gpt-3.5-turbo,2026-01-26
850,instruction_following,44.18,gpt-4-turbo,2026-01-26
851,instruction_following,67.79,claude-3-opus,2026-01-26
852,instruction_following,77.33,gpt-4-turbo,2026-01-26
853,instruction_following,50.96,gpt-4-turbo,2026-01-26
854,instruction_following,84.06,gpt-3.5-turbo,2026-01-26
855,instruction_following,47.86,claude-3-opus,2026-01-26
856,instruction_following,89.14,claude-3-opus,2026-01-26
857,instruction_following,71.04,gpt-4,2026-01-26
858,instruction_following,86.0,gpt-4,2026-01-26
859,instruction_following,57.07,gpt-3.5-turbo,2026-01-26
860,tool_calling,28.59,gpt-3.5-turbo,2026-01-26
861,tool_calling,31.41,claude-3-opus,2026-01-26
862,tool_calling,58.81,gpt-4,2026-01-26
863,tool_calling,22.86,gpt-3.5-turbo,2026-01-26
864,tool_calling,49.95,claude-3-opus,2026-01-26
865,tool_calling,63.15,gpt-4-turbo,2026-01-26
866,tool_calling,9.43,gpt-4,2026-01-26
867,tool_calling,19.74,gpt-4-turbo,2026-01-26
868,reasoning,44.4,claude-3-opus,2026-01-27
869,reasoning,35.74,claude-3-opus,2026-01-27
870,reasoning,17.05,gpt-4,2026-01-27
871,reasoning,16.22,claude-3-opus,2026-01-27
872,reasoning,58.55,claude-3-opus,2026-01-27
873,reasoning,45.97,gpt-4-turbo,2026-01-27
874,knowledge,84.46,gpt-3.5-turbo,2026-01-27
875,knowledge,71.64,gpt-3.5-turbo,2026-01-27
876,knowledge,48.97,gpt-4,2026-01-27
877,knowledge,62.74,gpt-4-turbo,2026-01-27
878,knowledge,58.75,gpt-3.5-turbo,2026-01-27
879,code,35.68,claude-3-opus,2026-01-27
880,code,24.86,gpt-4-turbo,2026-01-27
881,code,38.57,gpt-4-turbo,2026-01-27
882,code,28.65,claude-3-opus,2026-01-27
883,code,50.37,claude-3-opus,2026-01-27
884,code,27.53,gpt-4-turbo,2026-01-27
885,code,38.24,claude-3-opus,2026-01-27
886,code,75.29,claude-3-opus,2026-01-27
887,code,36.14,gpt-4-turbo,2026-01-27
888,code,56.22,gpt-4-turbo,2026-01-27
889,code,73.96,gpt-4,2026-01-27
890,code,80.71,gpt-3.5-turbo,2026-01-27
891,instruction_following,98.02,gpt-4-turbo,2026-01-27
892,instruction_following,79.51,gpt-4-turbo,2026-01-27
893,instruction_following,55.31,gpt-3.5-turbo,2026-01-27
894,instruction_following,47.33,claude-3-opus,2026-01-27
895,instruction_following,69.3,gpt-4,2026-01-27
896,instruction_following,98.49,gpt-3.5-turbo,2026-01-27
897,instruction_following,69.6,claude-3-opus,2026-01-27
898,tool_calling,37.61,claude-3-opus,2026-01-27
899,tool_calling,74.5,gpt-3.5-turbo,2026-01-27
900,tool_calling,37.32,gpt-3.5-turbo,2026-01-27
901,tool_calling,55.8,gpt-4,2026-01-27
902,tool_calling,33.71,gpt-4,2026-01-27
903,tool_calling,56.47,gpt-4,2026-01-27
904,tool_calling,48.81,gpt-4-turbo,2026-01-27
905,tool_calling,36.5,gpt-4-turbo,2026-01-27
906,reasoning,21.24,claude-3-opus,2026-01-28
907,reasoning,39.84,gpt-4,2026-01-28
908,reasoning,70.86,gpt-4-turbo,2026-01-28
909,reasoning,20.6,gpt-3.5-turbo,2026-01-28
910,reasoning,12.68,gpt-4-turbo,2026-01-28
911,knowledge,47.94,claude-3-opus,2026-01-28
912,knowledge,59.29,gpt-4-turbo,2026-01-28
913,knowledge,75.8,gpt-4-turbo,2026-01-28
914,knowledge,50.16,gpt-4,2026-01-28
915,knowledge,87.25,claude-3-opus,2026-01-28
916,knowledge,77.59,gpt-3.5-turbo,2026-01-28
917,knowledge,61.94,gpt-4,2026-01-28
918,knowledge,56.76,gpt-4,2026-01-28
919,knowledge,48.56,gpt-3.5-turbo,2026-01-28
920,knowledge,44.46,gpt-4,2026-01-28
921,knowledge,55.11,claude-3-opus,2026-01-28
922,knowledge,81.55,gpt-4-turbo,2026-01-28
923,knowledge,59.35,gpt-3.5-turbo,2026-01-28
924,knowledge,45.04,gpt-4-turbo,2026-01-28
925,code,13.38,gpt-3.5-turbo,2026-01-28
926,code,72.32,gpt-4-turbo,2026-01-28
927,code,73.75,gpt-4,2026-01-28
928,code,40.54,claude-3-opus,2026-01-28
929,code,48.03,claude-3-opus,2026-01-28
930,code,44.98,gpt-3.5-turbo,2026-01-28
931,code,58.23,gpt-4-turbo,2026-01-28
932,code,32.91,claude-3-opus,2026-01-28
933,code,46.89,gpt-3.5-turbo,2026-01-28
934,code,47.1,gpt-3.5-turbo,2026-01-28
935,code,39.68,claude-3-opus,2026-01-28
936,code,60.27,gpt-4,2026-01-28
937,instruction_following,82.93,gpt-4-turbo,2026-01-28
938,instruction_following,76.69,gpt-4,2026-01-28
939,instruction_following,69.77,gpt-4,2026-01-28
940,instruction_following,82.9,gpt-4,2026-01-28
941,instruction_following,73.76,claude-3-opus,2026-01-28
942,instruction_following,91.33,claude-3-opus,2026-01-28
943,instruction_following,76.85,claude-3-opus,2026-01-28
944,instruction_following,63.63,gpt-4-turbo,2026-01-28
945,instruction_following,96.02,gpt-4-turbo,2026-01-28
946,instruction_following,91.32,gpt-4,2026-01-28
947,instruction_following,63.61,gpt-3.5-turbo,2026-01-28
948,instruction_following,85.68,gpt-3.5-turbo,2026-01-28
949,instruction_following,81.59,gpt-4,2026-01-28
950,tool_calling,60.19,claude-3-opus,2026-01-28
951,tool_calling,39.19,gpt-3.5-turbo,2026-01-28
952,tool_calling,32.85,claude-3-opus,2026-01-28
953,tool_calling,35.25,gpt-3.5-turbo,2026-01-28
954,tool_calling,38.07,gpt-4-turbo,2026-01-28
955,reasoning,46.38,claude-3-opus,2026-01-29
956,reasoning,40.46,gpt-4,2026-01-29
957,reasoning,36.7,claude-3-opus,2026-01-29
958,reasoning,59.86,gpt-3.5-turbo,2026-01-29
959,reasoning,24.66,gpt-3.5-turbo,2026-01-29
960,reasoning,68.54,gpt-4-turbo,2026-01-29
961,reasoning,70.49,gpt-4-turbo,2026-01-29
962,reasoning,37.88,gpt-4-turbo,2026-01-29
963,reasoning,40.48,gpt-3.5-turbo,2026-01-29
964,reasoning,45.73,gpt-4-turbo,2026-01-29
965,reasoning,42.96,gpt-3.5-turbo,2026-01-29
966,reasoning,26.99,gpt-4-turbo,2026-01-29
967,reasoning,21.89,gpt-4-turbo,2026-01-29
968,reasoning,27.3,gpt-4-turbo,2026-01-29
969,knowledge,89.43,claude-3-opus,2026-01-29
970,knowledge,90.42,gpt-3.5-turbo,2026-01-29
971,knowledge,87.48,claude-3-opus,2026-01-29
972,knowledge,84.61,gpt-4-turbo,2026-01-29
973,knowledge,54.05,gpt-4-turbo,2026-01-29
974,knowledge,28.6,gpt-3.5-turbo,2026-01-29
975,code,37.76,claude-3-opus,2026-01-29
976,code,57.94,gpt-3.5-turbo,2026-01-29
977,code,19.36,gpt-4,2026-01-29
978,code,38.76,gpt-4-turbo,2026-01-29
979,code,44.54,gpt-4-turbo,2026-01-29
980,code,23.23,claude-3-opus,2026-01-29
981,code,42.15,gpt-3.5-turbo,2026-01-29
982,code,31.37,claude-3-opus,2026-01-29
983,code,15.87,gpt-3.5-turbo,2026-01-29
984,code,70.9,gpt-4-turbo,2026-01-29
985,code,54.3,gpt-4-turbo,2026-01-29
986,code,23.57,gpt-4-turbo,2026-01-29
987,code,60.94,gpt-4,2026-01-29
988,instruction_following,95.77,gpt-4,2026-01-29
989,instruction_following,81.41,gpt-4,2026-01-29
990,instruction_following,90.0,gpt-4-turbo,2026-01-29
991,instruction_following,78.09,gpt-4-turbo,2026-01-29
992,instruction_following,91.44,gpt-3.5-turbo,2026-01-29
993,instruction_following,71.8,gpt-4,2026-01-29
994,instruction_following,56.08,gpt-4,2026-01-29
995,instruction_following,86.32,claude-3-opus,2026-01-29
996,tool_calling,45.49,gpt-3.5-turbo,2026-01-29
997,tool_calling,85.12,gpt-3.5-turbo,2026-01-29
998,tool_calling,21.94,gpt-4-turbo,2026-01-29
999,tool_calling,81.82,claude-3-opus,2026-01-29
1000,tool_calling,54.79,gpt-3.5-turbo,2026-01-29
1001,tool_calling,47.4,claude-3-opus,2026-01-29
1002,tool_calling,45.49,claude-3-opus,2026-01-29
1003,tool_calling,45.3,claude-3-opus,2026-01-29
1004,tool_calling,42.28,gpt-4-turbo,2026-01-29
1005,tool_calling,81.93,gpt-4,2026-01-29
1006,tool_calling,87.02,claude-3-opus,2026-01-29
1007,tool_calling,19.54,gpt-4,2026-01-29
1008,tool_calling,71.98,gpt-4-turbo,2026-01-29
1009,tool_calling,21.39,claude-3-opus,2026-01-29
1010,reasoning,47.48,claude-3-opus,2026-01-30
1011,reasoning,64.6,gpt-4-turbo,2026-01-30
1012,reasoning,54.56,gpt-3.5-turbo,2026-01-30
1013,reasoning,42.18,gpt-4-turbo,2026-01-30
